datetime,tempmax,tempmin,temp,dew,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon
01-01-2020,76.9,64.4,71.1,66.1,85.5,0.02,19.5,8.1,106.6,1018,48.8,3.4,179.7,15.6,7,,2020-01-01T06:41:39,2020-01-01T18:04:10,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
02-01-2020,82.3,66.2,72.6,66.6,83,0.028,16.8,8.1,121.8,1018.9,51.6,3.2,170.1,14.7,6,,2020-01-02T06:42:02,2020-01-02T18:04:43,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
03-01-2020,87.6,66.2,75.2,65.8,75.6,0,14.3,6.9,132,1017.7,51.1,3.6,218,18.9,8,,2020-01-03T06:42:24,2020-01-03T18:05:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04-01-2020,85.9,66.3,75,64.3,73.3,0,13,9.2,172.9,1015.9,48.4,3.2,207.8,18.1,8,,2020-01-04T06:42:45,2020-01-04T18:05:51,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
05-01-2020,85.9,68,75.6,65.4,74.4,0.004,15.7,11.3,122.7,1015.7,52.4,3.1,203.2,17.6,8,,2020-01-05T06:43:06,2020-01-05T18:06:25,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
06-01-2020,78.7,68.6,72.9,67.5,84.2,0.012,22.4,10.3,113,1017.9,57.5,3.5,143.4,12.4,5,,2020-01-06T06:43:26,2020-01-06T18:06:59,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
07-01-2020,82.3,66.2,72.5,64.2,77.6,0,23,10.4,99.5,1017.7,46.2,3.8,167.9,14.6,7,,2020-01-07T06:43:45,2020-01-07T18:07:33,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08-01-2020,84.1,64.4,73.1,61.8,71.8,0,15.2,5.9,114.1,1016.8,38.2,3.6,246.9,21.4,9,,2020-01-08T06:44:03,2020-01-08T18:08:07,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
09-01-2020,85.8,64.4,73.3,61.1,69.7,0,16.3,8.1,101.9,1016.7,30,3.6,242.3,21.1,9,,2020-01-09T06:44:19,2020-01-09T18:08:41,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10-01-2020,84,60.8,71.6,58.7,68.4,0,21.7,9.4,115,1016.6,22,3.6,239.7,20.8,9,,2020-01-10T06:44:35,2020-01-10T18:09:15,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
11-01-2020,82.3,60.6,70.3,57.7,69.1,0,20.8,10.4,102.5,1017.4,28,3.7,250.5,21.6,9,,2020-01-11T06:44:50,2020-01-11T18:09:49,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
12-01-2020,80.9,59,69.8,59,72.3,0,22.8,11.4,91.6,1017,55,3.4,235,20.4,8,,2020-01-12T06:45:05,2020-01-12T18:10:22,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13-01-2020,84.1,64.1,72.2,59.7,69.7,0,14.1,4.7,92.3,1015.6,35,3.1,249.2,21.4,9,,2020-01-13T06:45:18,2020-01-13T18:10:56,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14-01-2020,84.1,60.7,71.4,56.2,65.2,0,15.7,8.2,102.3,1015,33.9,3.2,249.7,21.6,9,,2020-01-14T06:45:29,2020-01-14T18:11:29,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
15-01-2020,82.5,58.9,69.5,53.4,62.8,0,15.9,8.1,106.2,1015.7,23.3,3.7,257.7,22.2,9,,2020-01-15T06:45:40,2020-01-15T18:12:02,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16-01-2020,84,59,70.2,57.1,67.3,0,58.8,6.8,122.4,1015.8,20.6,3,248,21.5,9,,2020-01-16T06:45:50,2020-01-16T18:12:35,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17-01-2020,85.9,59,71.4,55.9,64,0,17.7,6.9,123.5,1016.2,21.9,3.4,254.6,22,9,,2020-01-17T06:45:59,2020-01-17T18:13:07,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
18-01-2020,80.8,66,71.8,66,83.5,0,19,11.6,109.6,1016.5,53.2,3.8,185,16,7,,2020-01-18T06:46:07,2020-01-18T18:13:40,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19-01-2020,84.1,66.2,74.3,63.8,72.7,0,18.1,12.8,121.1,1016.9,47.3,4.3,209.1,18,8,,2020-01-19T06:46:14,2020-01-19T18:14:11,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20-01-2020,85.9,62.6,74,59.6,66,0,17.2,7,108.7,1017.7,28.1,3.6,228.4,19.7,9,,2020-01-20T06:46:19,2020-01-20T18:14:43,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
21-01-2020,84.5,60.8,72.5,55.2,60.7,0,21.7,11.4,109.8,1018.7,10.3,3.7,257.8,22.1,9,,2020-01-21T06:46:24,2020-01-21T18:15:14,0.87,Clear,Clear conditions throughout the day.,clear-day
22-01-2020,84.1,59,71.1,60.6,73.5,0,23.3,11.5,108.3,1019,19.9,3.7,257.6,22.2,9,,2020-01-22T06:46:27,2020-01-22T18:15:45,0.91,Clear,Clear conditions throughout the day.,clear-day
23-01-2020,84.2,64.4,73.8,62.5,71,0,21.9,11.4,114.3,1018.2,29.1,3.7,253,21.7,9,,2020-01-23T06:46:29,2020-01-23T18:16:15,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24-01-2020,85.9,60.8,72.4,50.7,57.3,0,20.6,8.2,105.2,1017.9,14.3,3.6,266.3,22.9,9,,2020-01-24T06:46:30,2020-01-24T18:16:45,0.98,Clear,Clear conditions throughout the day.,clear-day
25-01-2020,86,57.2,72,43.6,45.4,0,18.3,6.9,105.5,1017.5,17.8,3.7,269.9,23.3,9,,2020-01-25T06:46:31,2020-01-25T18:17:14,0,Clear,Clear conditions throughout the day.,clear-day
26-01-2020,89.5,55.4,73.1,47.5,47.3,0,17,6.9,97.3,1016.5,16.4,3.8,264.3,22.8,9,,2020-01-26T06:46:29,2020-01-26T18:17:43,0.04,Clear,Clear conditions throughout the day.,clear-day
27-01-2020,87.8,59,74,54,54,0,15.4,8.2,132.4,1016,5.5,4,261.5,22.7,9,,2020-01-27T06:46:27,2020-01-27T18:18:11,0.08,Clear,Clear conditions throughout the day.,clear-day
28-01-2020,87.6,60.8,74.3,58.1,62,0,16.8,8.1,199.3,1016.5,27.2,3.3,256.2,22.2,9,,2020-01-28T06:46:24,2020-01-28T18:18:39,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
29-01-2020,89.4,62.6,75.8,58.3,57.5,0,13.6,5.8,162.5,1017.3,27.2,3.4,256.1,22.2,9,,2020-01-29T06:46:20,2020-01-29T18:19:07,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30-01-2020,91.2,62.6,76.4,56.7,55,0,13.9,5.8,171,1016.5,23,3.8,264.4,23,9,,2020-01-30T06:46:14,2020-01-30T18:19:34,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
31-01-2020,88.9,64.4,76.6,58.6,57.2,0,17.2,6.9,149.7,1015.1,32.4,4,261.2,22.6,9,,2020-01-31T06:46:08,2020-01-31T18:20:00,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
01-02-2020,85.7,66.1,74.2,60.8,67.1,0,23,9.4,142,1016,39.3,3.5,257.2,22.3,9,,2020-02-01T06:46:00,2020-02-01T18:20:25,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
02-02-2020,82.4,64.2,72.7,59.1,66.1,0,20.4,10.3,120.9,1018,37.4,3.6,219,18.8,9,,2020-02-02T06:45:51,2020-02-02T18:20:51,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03-02-2020,85.9,60.8,73.2,54.4,58.4,0,21.9,11.3,109.3,1017.8,20.9,3.6,272.7,23.7,9,,2020-02-03T06:45:42,2020-02-03T18:21:15,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04-02-2020,84.8,60.6,72.5,55.7,60.9,0,18.6,10.1,132.2,1016.7,26.3,4,278.2,24.1,10,,2020-02-04T06:45:31,2020-02-04T18:21:39,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
05-02-2020,85.9,66.1,74.2,60,66.7,0,17,9.2,131.2,1016.7,41.4,3.7,238.2,20.7,8,,2020-02-05T06:45:19,2020-02-05T18:22:02,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06-02-2020,86,62.6,74.9,58.6,59.9,0,15,7,147.4,1016.6,35.9,3.4,237.5,20.5,8,,2020-02-06T06:45:06,2020-02-06T18:22:25,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07-02-2020,85.8,64.7,74.3,60.7,66.5,0,16.8,10.3,148.7,1017.1,47.8,3.3,242.8,20.8,9,,2020-02-07T06:44:52,2020-02-07T18:22:47,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08-02-2020,86.1,66.1,75.6,60,62.4,0,16.8,11.4,172.8,1017.2,35,3.7,248.8,21.4,8,,2020-02-08T06:44:37,2020-02-08T18:23:09,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09-02-2020,85.3,64.4,74.4,61,66.9,0,20.8,9.3,122.1,1017.4,41.9,3.6,220.5,19.1,8,,2020-02-09T06:44:21,2020-02-09T18:23:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10-02-2020,84.8,66.2,74.3,61.4,68.1,0,22.8,13.9,113.1,1013.5,43.4,3.1,262.7,22.7,9,,2020-02-10T06:44:04,2020-02-10T18:23:50,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11-02-2020,87.1,60.7,72.7,57.9,65.5,0,23.9,11.4,105.8,1017.9,30.3,3.5,274.7,23.7,10,,2020-02-11T06:43:46,2020-02-11T18:24:10,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
12-02-2020,82.3,64.2,73.4,60.3,67.1,0,22.1,11.4,117.9,1019.2,40.5,3.8,275.5,23.7,10,,2020-02-12T06:43:27,2020-02-12T18:24:29,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13-02-2020,87.9,64.4,75.8,57,59.2,0,39.1,9.2,87.6,1018.6,16.8,4,282.4,24.5,10,,2020-02-13T06:43:07,2020-02-13T18:24:48,0.64,Clear,Clear conditions throughout the day.,clear-day
14-02-2020,87.7,64.2,75.9,57.9,59,0,13.4,6.9,90.6,1016.9,19.3,3.6,277.3,24,9,,2020-02-14T06:42:47,2020-02-14T18:25:06,0.67,Clear,Clear conditions throughout the day.,clear-day
15-02-2020,89.7,60.8,76.3,49.2,42.4,0,13.6,9.2,96.7,1016.4,7.4,3.7,281.7,24.3,10,,2020-02-15T06:42:25,2020-02-15T18:25:23,0.71,Clear,Clear conditions throughout the day.,clear-day
16-02-2020,88.1,62.2,75.5,45.6,38.2,0,17.9,11.5,95.2,1017.6,8.5,3.9,288,24.6,10,,2020-02-16T06:42:02,2020-02-16T18:25:40,0.75,Clear,Clear conditions throughout the day.,clear-day
17-02-2020,88.4,59,74.2,48.1,45.2,0,18.8,9.2,96.9,1018.3,8.1,3.9,296.5,25.6,10,,2020-02-17T06:41:39,2020-02-17T18:25:56,0.78,Clear,Clear conditions throughout the day.,clear-day
18-02-2020,87.7,60.6,74.3,52.1,50.5,0,21.7,11.5,108.8,1017.8,10.9,3.7,290.9,25.1,10,,2020-02-18T06:41:15,2020-02-18T18:26:12,0.81,Clear,Clear conditions throughout the day.,clear-day
19-02-2020,87.7,60.8,74.3,55.7,56.9,0,18.1,9,101.2,1017.5,16.8,3.5,282.3,24.5,9,,2020-02-19T06:40:50,2020-02-19T18:26:27,0.85,Clear,Clear conditions throughout the day.,clear-day
20-02-2020,88.1,62.5,74.3,51.4,53.9,0,19.5,8,108.3,1017.1,14.4,3.6,295.8,25.6,10,,2020-02-20T06:40:24,2020-02-20T18:26:41,0.88,Clear,Clear conditions throughout the day.,clear-day
21-02-2020,87.7,60.8,74.2,53,57.4,0,17.9,9.4,114.7,1018.4,11.5,3.5,294.8,25.3,10,,2020-02-21T06:39:57,2020-02-21T18:26:55,0.92,Clear,Clear conditions throughout the day.,clear-day
22-02-2020,86.6,62.6,74.5,58.2,63.3,0,18.3,9.2,108.3,1019.4,24.2,3.7,285.4,24.5,10,,2020-02-22T06:39:29,2020-02-22T18:27:09,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
23-02-2020,85.9,65.9,74.6,60.1,65.1,0,25.3,12.8,112.7,1018.7,33.2,3.8,278.8,24,10,,2020-02-23T06:39:01,2020-02-23T18:27:22,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
24-02-2020,84.1,66,74.2,60.2,66.3,0,18.1,10.3,119.5,1016.7,45.5,3.7,283.2,24.5,10,,2020-02-24T06:38:32,2020-02-24T18:27:34,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25-02-2020,89.5,62.6,75.7,58.1,61,0,15.9,7.1,121.7,1015.1,26.7,3.7,282.9,24.3,10,,2020-02-25T06:38:02,2020-02-25T18:27:46,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
26-02-2020,88.4,66.2,77.2,61.4,62.3,0,17.7,10.3,120.4,1015.3,29.8,3.7,245.9,21.3,9,,2020-02-26T06:37:32,2020-02-26T18:27:57,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27-02-2020,87.9,66.2,77.3,61.1,62.5,0,18.8,9.3,103.6,1015.7,42.5,3.6,235.8,20.5,9,,2020-02-27T06:37:01,2020-02-27T18:28:08,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28-02-2020,85.9,66.2,75.8,61.3,65.2,0,22.4,12.8,119.9,1014.9,47.2,3.7,263.2,22.8,10,,2020-02-28T06:36:29,2020-02-28T18:28:18,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
29-02-2020,87.9,66.2,77,59,60.3,0,23.5,11.4,106.4,1014.7,37.2,3.9,276.8,23.9,10,,2020-02-29T06:35:57,2020-02-29T18:28:28,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
01-03-2020,87.9,66.2,77,60.9,62.8,0,23,11.4,107.5,1015.1,39.1,3.6,254.9,22.1,9,,2020-03-01T06:35:24,2020-03-01T18:28:38,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
02-03-2020,85.7,68,75.9,63.6,68.1,0.004,18.1,11.4,131.9,1015.7,52.3,3.4,201.7,17.3,7,,2020-03-02T06:34:51,2020-03-02T18:28:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
03-03-2020,89.5,66.2,77.9,61.6,60.9,0,14.8,7.9,123.8,1015.6,43.1,3.4,240.7,20.9,8,,2020-03-03T06:34:17,2020-03-03T18:28:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04-03-2020,89.4,71.7,80.1,61.2,55.3,0.035,16.3,9.2,39.1,1015.1,57.6,3.7,234,20.2,8,,2020-03-04T06:33:42,2020-03-04T18:29:04,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
05-03-2020,91.2,69.8,79.9,62.8,57.9,0.012,17.2,9.1,212,1014,36.3,3.6,241.9,20.8,9,,2020-03-05T06:33:07,2020-03-05T18:29:12,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
06-03-2020,89.5,71.6,79.9,65.1,63.5,0.039,19.7,8.1,239.8,1014.5,48.9,3.8,219.9,19.2,8,,2020-03-06T06:32:32,2020-03-06T18:29:19,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
07-03-2020,88.4,71.6,78.9,66.8,69,0.001,23,8.1,173,1015.8,51,3.6,229.3,19.8,8,,2020-03-07T06:31:56,2020-03-07T18:29:26,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
08-03-2020,88.4,71.6,79.2,66.4,68,0.008,16.1,7,154.2,1015.4,42.8,3.7,236.2,20.5,8,,2020-03-08T06:31:20,2020-03-08T18:29:33,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
09-03-2020,89.5,69.8,79.6,66,66.4,0.012,15.7,9.2,152.5,1014.5,44.3,3.5,229.6,19.8,8,,2020-03-09T06:30:43,2020-03-09T18:29:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
10-03-2020,90.8,71.5,80.4,62.1,57.3,0.004,25.3,10.3,142.3,1014.8,41.4,4,260.6,22.5,9,,2020-03-10T06:30:06,2020-03-10T18:29:46,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
11-03-2020,91.3,71.5,80.3,60.7,54,0,17.2,9.2,151.7,1014.3,38.6,3.8,289.5,24.9,10,,2020-03-11T06:29:28,2020-03-11T18:29:52,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
12-03-2020,91.3,71.6,80.2,58.7,50.7,0,17,9.2,156.1,1016.4,27.5,4.2,283.3,24.5,9,,2020-03-12T06:28:50,2020-03-12T18:29:57,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13-03-2020,90.8,66.2,79.6,56.4,49.5,0,24.2,11.4,145.4,1016,23.3,4.3,304.4,26.3,10,,2020-03-13T06:28:12,2020-03-13T18:30:03,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14-03-2020,91.7,66.2,79.7,55.3,50.6,0,17.4,6,117.4,1014.8,17.3,4.1,305.6,26.6,10,,2020-03-14T06:27:34,2020-03-14T18:30:08,0.65,Clear,Clear conditions throughout the day.,clear-day
15-03-2020,93.1,69.7,80,59.7,56.6,0,18.6,9.4,111.9,1015,22.2,4,302.4,26.1,10,,2020-03-15T06:26:55,2020-03-15T18:30:13,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
16-03-2020,91.7,66.9,79.4,59.8,57.1,0,18.8,9.2,128.1,1016.5,24.7,4.2,300.8,26,10,,2020-03-16T06:26:16,2020-03-16T18:30:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17-03-2020,90.7,67.9,79.3,57.9,55.4,0,25.3,11.7,136.5,1017.7,22.3,4.2,307.3,26.6,10,,2020-03-17T06:25:37,2020-03-17T18:30:22,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
18-03-2020,93.3,66.1,80.1,52.9,45.2,0,21.5,9.3,139.4,1017,18.5,4.2,313,27,10,,2020-03-18T06:24:58,2020-03-18T18:30:27,0.79,Clear,Clear conditions throughout the day.,clear-day
19-03-2020,93.2,69.6,81.2,54.3,44,0,15.7,7,128.6,1015.9,22.2,3.8,302.8,26.2,10,,2020-03-19T06:24:19,2020-03-19T18:30:31,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20-03-2020,90.7,73.3,78.3,64.4,64.3,0.078,17.9,8.2,191.6,1015.9,46.1,3.6,253,22,9,,2020-03-20T06:23:39,2020-03-20T18:30:35,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
21-03-2020,93.3,69.8,81.1,60.6,55.9,0,15.7,6.8,81,1015.4,37.2,3.9,292.8,25.3,10,,2020-03-21T06:22:59,2020-03-21T18:30:39,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22-03-2020,91.5,71.6,81.9,60.1,52.7,0.004,16.6,6,158.3,1015.4,40.6,4,244.1,21,9,,2020-03-22T06:22:20,2020-03-22T18:30:43,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
23-03-2020,91.5,71.9,79.8,66.3,65.7,0.588,16.3,8.1,155,1015,46.8,3.5,241.5,21,9,,2020-03-23T06:21:40,2020-03-23T18:30:47,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
24-03-2020,93.3,69.8,81.3,60.5,55.7,0,19.7,10.3,119.3,1013.7,31.9,3.8,282.5,24.4,10,,2020-03-24T06:21:00,2020-03-24T18:30:50,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25-03-2020,91.2,66.2,79.8,57.9,53,0,17.2,7,135.4,1014.1,28.6,4,306.1,26.6,10,,2020-03-25T06:20:20,2020-03-25T18:30:54,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
26-03-2020,93.1,64.4,79.9,57.6,52.4,0,19.9,10.4,112.4,1014.6,23.2,3.9,305.6,26.6,10,,2020-03-26T06:19:40,2020-03-26T18:30:58,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27-03-2020,91.3,66.2,79.2,54.2,50.4,0,17.4,9.2,114.2,1016.4,27.6,4,313.4,27.2,10,,2020-03-27T06:19:00,2020-03-27T18:31:01,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28-03-2020,93.3,62.6,79.3,47.4,40.8,0,20.1,11.4,108.7,1015.6,3,4.2,320.5,27.9,10,,2020-03-28T06:18:20,2020-03-28T18:31:05,0.13,Clear,Clear conditions throughout the day.,clear-day
29-03-2020,94.9,60.8,80.5,48.3,37.2,0,19.5,11.4,114.7,1014.5,9.9,4.3,319.4,27.5,10,,2020-03-29T06:17:41,2020-03-29T18:31:09,0.17,Clear,Clear conditions throughout the day.,clear-day
30-03-2020,95.1,64.4,81.3,50.8,39.6,0,21.9,13.7,115.1,1015.2,15.5,4.3,316.7,27.3,10,,2020-03-30T06:17:01,2020-03-30T18:31:12,0.2,Clear,Clear conditions throughout the day.,clear-day
31-03-2020,94.9,62.6,81.1,51.6,41.5,0,23,12.8,121.2,1015.8,15.3,4.3,320.8,27.6,10,,2020-03-31T06:16:22,2020-03-31T18:31:16,0.23,Clear,Clear conditions throughout the day.,clear-day
01-04-2020,95.1,66.2,82.9,49.7,37.8,0,24.2,10.3,119.9,1015.3,0.9,4.3,322,27.6,10,,2020-04-01T06:15:42,2020-04-01T18:31:20,0.25,Clear,Clear conditions throughout the day.,clear-day
02-04-2020,95.1,66.2,83.1,55.1,42.1,0,19.5,9.3,139.1,1014.2,14.2,4.2,310,26.8,10,,2020-04-02T06:15:03,2020-04-02T18:31:24,0.3,Clear,Clear conditions throughout the day.,clear-day
03-04-2020,94.9,69.8,83.1,56.6,44.9,0,17.9,11.4,124.7,1014.5,20.9,4.2,314.8,27.3,10,,2020-04-03T06:14:24,2020-04-03T18:31:28,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04-04-2020,95.3,69.8,82.7,56.6,47,0,17.2,9.2,147.9,1015.1,8.9,4.1,318.8,27.4,10,,2020-04-04T06:13:45,2020-04-04T18:31:32,0.37,Clear,Clear conditions throughout the day.,clear-day
05-04-2020,95.1,71.6,83.3,61.8,53,0,18.3,9.2,152,1016.1,31.1,4,292.3,25.1,10,,2020-04-05T06:13:07,2020-04-05T18:31:36,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06-04-2020,96.5,71.6,81.8,64.6,59.6,1.181,17.9,13.9,234.6,1016.3,46.8,3.8,250.1,21.5,9,,2020-04-06T06:12:28,2020-04-06T18:31:40,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
07-04-2020,86,69.8,77.2,68.3,76.4,0.283,15.7,11.4,264.6,1015.7,58.6,4.1,237.8,20.5,9,,2020-04-07T06:11:50,2020-04-07T18:31:45,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
08-04-2020,91.3,69.8,79.8,65,65.3,0.268,15.7,9.2,289,1015.5,52.2,4.1,225.2,19.5,10,,2020-04-08T06:11:12,2020-04-08T18:31:49,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
09-04-2020,91.3,66.3,77.9,67.9,75,1.26,27.7,18.3,112.1,1015.3,58.8,3.9,263.2,22.7,9,,2020-04-09T06:10:35,2020-04-09T18:31:54,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
10-04-2020,87.8,66.8,77,63.1,66.1,0.012,17,10.3,165.4,1015.9,50.4,3.9,272.8,23.7,10,,2020-04-10T06:09:58,2020-04-10T18:31:59,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
11-04-2020,89.6,68,79.2,63.8,63.5,0.004,16.8,9.2,133.7,1017.1,33,3.8,305.9,26.3,10,,2020-04-11T06:09:21,2020-04-11T18:32:04,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
12-04-2020,93,66.2,80.7,58,53.1,0,17.7,9.3,117.7,1016.4,20.4,4.2,281.2,24.1,9,,2020-04-12T06:08:45,2020-04-12T18:32:10,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13-04-2020,94.9,66.2,81.4,53.8,46.9,0,18.1,11.4,101.9,1015,14.2,4.2,320.8,27.8,10,,2020-04-13T06:08:09,2020-04-13T18:32:15,0.67,Clear,Clear conditions throughout the day.,clear-day
14-04-2020,94.9,64.4,81.3,48.2,38.8,0,23.5,13.9,112.8,1015.1,10.3,4.4,329.2,28.4,10,,2020-04-14T06:07:33,2020-04-14T18:32:21,0.71,Clear,Clear conditions throughout the day.,clear-day
15-04-2020,94.9,64.4,80.7,53.5,44.3,0,14.1,7.1,120.9,1016,12.1,4.3,323.8,27.8,10,,2020-04-15T06:06:58,2020-04-15T18:32:27,0.75,Clear,Clear conditions throughout the day.,clear-day
16-04-2020,94.9,68,82.3,56.1,47.2,0,15.4,9.2,120.8,1014.9,21.2,4.1,301.3,26.1,10,,2020-04-16T06:06:24,2020-04-16T18:32:34,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17-04-2020,96.7,68,83.1,60.7,50.6,0,18.1,11.3,132.3,1014.2,36.5,3.6,290.2,25,10,,2020-04-17T06:05:50,2020-04-17T18:32:40,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
18-04-2020,94.9,73.4,83.4,62.3,53.4,0,19.5,9.2,145.1,1014.6,41.8,3.9,274.8,23.8,9,,2020-04-18T06:05:16,2020-04-18T18:32:47,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19-04-2020,94.8,73.4,83.7,61.5,51.2,0,17.7,10.3,132,1014.3,39.7,4,278,23.9,9,,2020-04-19T06:04:43,2020-04-19T18:32:54,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20-04-2020,94.9,71.6,82.9,59.3,51.8,0,19.7,13.7,130.2,1014.5,25.6,4.3,305.5,26.4,10,,2020-04-20T06:04:10,2020-04-20T18:33:02,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
21-04-2020,94.9,69.8,82.1,58,49.3,0,15.2,6.9,137.2,1014.5,21,4.4,312.8,27,10,,2020-04-21T06:03:38,2020-04-21T18:33:10,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22-04-2020,95,73.4,84.3,62.9,51.8,0,15,11.4,170.7,1014.1,40,4,294.3,25.5,9,,2020-04-22T06:03:07,2020-04-22T18:33:18,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
