datetime,tempmax,tempmin,temp,dew,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon
04-02-2022,87.6,62.6,75,53.9,53.7,0,16.8,11.4,261,1014,19.9,4,269.9,23.4,10,10,2022-02-04T06:45:26,2022-02-04T18:21:52,0.1,Clear,Clear conditions throughout the day.,clear-day
05-02-2022,87.4,61.7,73.8,59.5,64.7,0,11.6,8.9,100.6,1014.6,24.9,3.2,267.6,23.3,10,10,2022-02-05T06:45:13,2022-02-05T18:22:15,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06-02-2022,82.5,66.2,73.6,62.2,70.5,0,17.9,11.1,102.2,1017,48.1,3.6,244.8,21,10,10,2022-02-06T06:45:00,2022-02-06T18:22:38,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07-02-2022,84.1,64.4,73.4,62,70.8,0.004,17,12.5,87,1017.7,48.4,3.4,244.9,21.1,10,10,2022-02-07T06:44:45,2022-02-07T18:23:00,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
08-02-2022,85.9,62.6,72.8,60.2,68.4,0,18.6,10.1,89.8,1016.6,50.7,3.4,255.2,22.2,9,10,2022-02-08T06:44:30,2022-02-08T18:23:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09-02-2022,84.1,60.7,71.6,59.4,68,0,20.8,11.1,95.7,1016.2,39.1,3.8,265.3,22.9,10,10,2022-02-09T06:44:14,2022-02-09T18:23:41,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10-02-2022,86,60.7,72,52.7,58.2,0,22.1,9.2,72.6,1015.9,17.1,3.7,274.9,23.7,10,10,2022-02-10T06:43:56,2022-02-10T18:24:02,0.29,Clear,Clear conditions throughout the day.,clear-day
11-02-2022,84.8,57.2,72.2,48.5,48.1,0,21.7,14.9,70,1015.8,14.7,4,275.2,23.8,10,10,2022-02-11T06:43:38,2022-02-11T18:24:21,0.32,Clear,Clear conditions throughout the day.,clear-day
12-02-2022,84.3,60.8,72.6,56.2,60.3,0,20.4,13.8,82.8,1015.4,23.3,4.3,270.5,23.5,10,10,2022-02-12T06:43:18,2022-02-12T18:24:40,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13-02-2022,82.7,62.6,72.4,59.2,66.6,0,21.9,11.2,89,1014.8,39.8,3.7,271.8,23.5,10,10,2022-02-13T06:42:58,2022-02-13T18:24:58,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14-02-2022,82.7,60.8,72.5,56.4,61.6,0,21,11.2,84.1,1014.5,30.1,4,269.8,23.2,10,10,2022-02-14T06:42:37,2022-02-14T18:25:16,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
15-02-2022,84,64.3,73.1,59.4,65.7,0,20.6,11.4,93.8,1014.4,41.6,3.9,265.5,22.8,10,10,2022-02-15T06:42:15,2022-02-15T18:25:33,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16-02-2022,84,62.6,72.2,56.9,63.2,0,19,12.6,95.5,1012.8,43.9,3.4,258.9,22.4,10,10,2022-02-16T06:41:51,2022-02-16T18:25:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17-02-2022,86.1,62.5,73.7,54.6,57.7,0,23.5,12.6,95.2,1011.9,35.4,3.8,272,23.4,10,10,2022-02-17T06:41:28,2022-02-17T18:26:05,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
18-02-2022,84.8,60.6,72.4,57,62.6,0,27.3,11.5,89.8,1013.5,37.1,4.1,275.9,24,10,10,2022-02-18T06:41:03,2022-02-18T18:26:21,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19-02-2022,85.7,60.7,72.5,57,62.9,0,24.4,10.1,87.9,1015.8,28.6,3.8,282.1,24.4,10,10,2022-02-19T06:40:37,2022-02-19T18:26:35,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20-02-2022,89.6,62.5,75.4,52.5,52.2,0,20.4,6.9,23.1,1015.2,17.4,3.8,282.6,24.5,10,10,2022-02-20T06:40:11,2022-02-20T18:26:50,0.63,Clear,Clear conditions throughout the day.,clear-day
21-02-2022,91.2,60.8,76.3,54.7,52.5,0,9.4,6.9,20.4,1013.8,26.6,4.1,283.2,24.5,10,10,2022-02-21T06:39:44,2022-02-21T18:27:03,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22-02-2022,87.9,66.2,76.8,59.5,57.6,0,23.3,11.3,105.8,1014.8,34.8,3.7,271.3,23.6,10,10,2022-02-22T06:39:16,2022-02-22T18:27:16,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
23-02-2022,86.6,64.3,74.4,57.9,61.3,0,23.7,11.4,99.4,1017.9,20.9,4.1,285.5,24.8,10,10,2022-02-23T06:38:47,2022-02-23T18:27:29,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24-02-2022,84.8,60.7,72.6,52.5,56,0,23,11.4,109,1019,16.7,4,294.1,25.3,10,10,2022-02-24T06:38:18,2022-02-24T18:27:41,0.75,Clear,Clear conditions throughout the day.,clear-day
25-02-2022,88,59,73.7,47.7,48.8,0,24.4,11.1,82.9,1018,12.6,4,295.1,25.5,10,10,2022-02-25T06:37:48,2022-02-25T18:27:53,0.81,Clear,Clear conditions throughout the day.,clear-day
26-02-2022,86.2,60.7,73.5,51.9,54.5,0,22.1,13.6,90.5,1017.8,12.5,3.6,297.9,26,10,10,2022-02-26T06:37:17,2022-02-26T18:28:04,0.84,Clear,Clear conditions throughout the day.,clear-day
27-02-2022,86,62.5,74,55.9,58.5,0,23.3,9.1,84.9,1018,15.3,4.1,290.6,25.2,10,10,2022-02-27T06:36:46,2022-02-27T18:28:14,0.88,Clear,Clear conditions throughout the day.,clear-day
28-02-2022,87.1,60.8,74.7,50.6,47.9,0,24.2,9.2,98.5,1017.6,4,4.4,293.6,25.3,10,10,2022-02-28T06:36:14,2022-02-28T18:28:25,0.91,Clear,Clear conditions throughout the day.,clear-day
01-03-2022,89.6,62.5,75.9,53.8,51.5,0,30.4,12.5,91.7,1017.6,25.7,4.3,292.7,25.2,10,10,2022-03-01T06:35:41,2022-03-01T18:28:34,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
02-03-2022,86.6,61.7,74.2,39.3,33,0,30.6,13.9,101.3,1017.4,42,4.6,277.3,24,10,10,2022-03-02T06:35:08,2022-03-02T18:28:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03-03-2022,87.5,59,73.2,45.5,41,0,21.5,15.6,79.8,1016.9,20.7,4.2,293.3,25.5,10,10,2022-03-03T06:34:34,2022-03-03T18:28:52,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04-03-2022,88.9,62.5,75.4,47,39.5,0,22.1,12.9,69.2,1016.6,28,4.8,292.5,25.3,10,10,2022-03-04T06:34:00,2022-03-04T18:29:01,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
05-03-2022,87.7,62.6,75.2,54.9,53.3,0,24.6,12.6,63.6,1015.9,23.8,4.3,291,25.2,10,10,2022-03-05T06:33:25,2022-03-05T18:29:09,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06-03-2022,86.1,62.6,74.2,58,59.9,0,23.9,12.8,69.4,1015.5,34.3,4.4,276.9,24,10,10,2022-03-06T06:32:50,2022-03-06T18:29:17,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07-03-2022,79.4,62.6,71.5,59.4,66.4,0.012,25.7,18.2,87.2,1015.8,60.1,3.9,218,18.8,9,10,2022-03-07T06:32:14,2022-03-07T18:29:24,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
08-03-2022,87.6,62.5,75.4,58.1,59.9,0,25.3,11.3,106.4,1015.6,27.5,3.7,294.3,25.5,10,10,2022-03-08T06:31:38,2022-03-08T18:29:31,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09-03-2022,91.1,64.3,77.6,53.8,49.8,0,28.9,10.4,95.5,1015.1,18.6,3.9,298.6,25.8,10,10,2022-03-09T06:31:02,2022-03-09T18:29:38,0.21,Clear,Clear conditions throughout the day.,clear-day
10-03-2022,91.1,64.4,77.9,51.1,43.6,0,27.5,11.4,95.9,1014.9,18.4,4.1,299.5,26.1,10,10,2022-03-10T06:30:25,2022-03-10T18:29:44,0.25,Clear,Clear conditions throughout the day.,clear-day
11-03-2022,91.1,64.3,77.8,46.9,37.8,0,23.7,12.8,85.2,1014.7,10.9,4.1,305.7,26.2,10,10,2022-03-11T06:29:47,2022-03-11T18:29:50,0.27,Clear,Clear conditions throughout the day.,clear-day
12-03-2022,91.4,64.3,77.9,48.6,39.1,0,25.3,13.8,89.1,1014.4,6.8,3.9,304,26.1,10,10,2022-03-12T06:29:10,2022-03-12T18:29:56,0.31,Clear,Clear conditions throughout the day.,clear-day
13-03-2022,91.1,66.1,78,50.9,41.1,0,23.7,15,89.1,1014.8,9.5,3.9,288.4,24.8,10,10,2022-03-13T06:28:32,2022-03-13T18:30:01,0.34,Clear,Clear conditions throughout the day.,clear-day
14-03-2022,91.3,65.3,79.1,55.6,46.9,0,20.6,11.2,79.6,1015,10.6,3.6,293.3,25.4,10,10,2022-03-14T06:27:54,2022-03-14T18:30:07,0.37,Clear,Clear conditions throughout the day.,clear-day
15-03-2022,92,67.1,79,53.3,45.5,0,17.2,7.8,62,1013.9,28.3,3.5,293.8,25.2,10,10,2022-03-15T06:27:15,2022-03-15T18:30:12,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16-03-2022,93.4,67.1,79.4,54.5,47.1,0,26.4,10.3,60.8,1012.8,22.2,3.5,288.4,24.8,10,10,2022-03-16T06:26:36,2022-03-16T18:30:17,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17-03-2022,93.5,66.1,79.9,51.5,40.7,0,17,11.3,66.8,1012.2,32.6,3.6,279.3,24.1,10,10,2022-03-17T06:25:57,2022-03-17T18:30:21,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
18-03-2022,93.3,66.2,80.3,55.8,47.3,0,17,6.9,129.8,1012.1,21.5,3.6,270.2,23.3,10,10,2022-03-18T06:25:18,2022-03-18T18:30:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19-03-2022,92,69.8,78.8,60.8,57.2,0,17.7,11.4,241,1011.8,44.2,3.5,256.3,22.1,10,10,2022-03-19T06:24:39,2022-03-19T18:30:30,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
20-03-2022,87.9,70.7,77.2,63.8,64.9,0.235,23,17.1,254.8,1012.3,68.9,3.6,214.5,18.4,7,10,2022-03-20T06:23:59,2022-03-20T18:30:34,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
21-03-2022,91.3,69.8,77.1,66.2,71.6,0.315,48.3,10.6,259.1,1012.3,59.6,3.6,246.7,21.4,10,10,2022-03-21T06:23:20,2022-03-21T18:30:38,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
22-03-2022,89.5,71.5,78.6,66.1,67.6,0.078,18.8,9,251.1,1012.6,76.3,3.6,184.6,15.9,10,10,2022-03-22T06:22:40,2022-03-22T18:30:42,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
23-03-2022,91.4,73.1,80.7,65.4,61.7,0,17.7,13.8,103.5,1011.9,53.1,3.3,229.8,20.1,10,10,2022-03-23T06:22:00,2022-03-23T18:30:46,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24-03-2022,89.5,73.4,80.8,65.2,60.7,0,19.7,9.2,138.9,1012.4,61.9,3.2,246,21.3,10,10,2022-03-24T06:21:20,2022-03-24T18:30:50,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25-03-2022,89.5,71.5,79.8,65.9,64.2,0,19.9,8,138.1,1013.5,59.6,3.4,292.2,25.3,10,10,2022-03-25T06:20:40,2022-03-25T18:30:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
26-03-2022,89.6,69.8,80.4,67.1,66.4,0,16.3,11.1,124,1015.3,43.5,3.6,319.3,27.6,10,10,2022-03-26T06:20:00,2022-03-26T18:30:57,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27-03-2022,93.1,71.6,81.8,64.9,60.7,0,18.8,9.1,110.6,1015.6,39.3,3.6,322.3,27.9,10,10,2022-03-27T06:19:21,2022-03-27T18:31:01,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28-03-2022,94.8,71.6,82.1,63.7,56.4,0,19.7,10.1,115.3,1014.9,38.5,3.8,325,28,10,10,2022-03-28T06:18:41,2022-03-28T18:31:04,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
29-03-2022,93.4,73.3,82.9,64.4,56.7,0,18.6,7,164.7,1013.8,40.4,3.8,276.6,23.9,10,10,2022-03-29T06:18:01,2022-03-29T18:31:08,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30-03-2022,93.1,73.4,82.4,65.6,59.1,0,17.2,8,196.3,1013.6,44.4,3.7,246,21.3,10,10,2022-03-30T06:17:21,2022-03-30T18:31:12,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
31-03-2022,94.8,71.6,82.8,64.8,58,0,17.9,10.3,246,1013.9,48.2,3.9,303.7,26.3,10,10,2022-03-31T06:16:42,2022-03-31T18:31:15,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
01-04-2022,92.9,73.4,80.4,67,65.8,0.008,15.2,9.1,226,1013.9,55.8,3.4,298.4,25.8,10,10,2022-04-01T06:16:02,2022-04-01T18:31:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
02-04-2022,91.5,71.5,80.5,64.4,61.2,0,21.9,6.9,184.5,1015,42.2,3.8,327.3,28.3,10,10,2022-04-02T06:15:23,2022-04-02T18:31:23,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03-04-2022,93.1,71.5,81.2,62.4,56.7,0,23,13.8,102.3,1014.4,29.7,3.7,333.3,28.6,10,10,2022-04-03T06:14:44,2022-04-03T18:31:27,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04-04-2022,93.1,69.8,81.1,61.2,54.7,0,24.2,10.2,122.8,1015,28.9,4,332.8,28.6,10,10,2022-04-04T06:14:05,2022-04-04T18:31:31,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
05-04-2022,91.7,69.7,80.6,60,55.4,0,20.8,13.7,121,1016.7,32.3,3.8,331.9,28.5,10,10,2022-04-05T06:13:26,2022-04-05T18:31:35,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06-04-2022,95.1,69.8,82.3,58.2,50,0,21,13.8,104,1016.7,28.6,3.9,335.3,28.9,10,10,2022-04-06T06:12:48,2022-04-06T18:31:39,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07-04-2022,94.8,70.7,82.3,58.8,50.1,0,22.1,14.8,87,1015.6,26.4,4,338.5,29.2,10,10,2022-04-07T06:12:10,2022-04-07T18:31:44,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08-04-2022,93.1,69.8,81.4,64.1,59.6,0,19,10.2,105,1014.7,40.6,3.9,331,28.6,10,10,2022-04-08T06:11:32,2022-04-08T18:31:48,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09-04-2022,92.6,73.3,81.9,62.8,56.6,0,20.8,11.4,95.6,1013.7,48.1,3.8,330.6,28.5,10,10,2022-04-09T06:10:54,2022-04-09T18:31:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10-04-2022,89.6,73.4,81.1,63.5,58.5,0.004,18.3,11.4,85.2,1013.5,57.7,4.4,272.2,23.5,9,10,2022-04-10T06:10:17,2022-04-10T18:31:58,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
11-04-2022,93.5,71.5,82.4,62.7,56.3,0,20.1,13.8,82.7,1012.6,40.2,4.5,318.2,27.7,10,30,2022-04-11T06:09:40,2022-04-11T18:32:03,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
12-04-2022,93.3,72.5,82,65,60.4,0.004,19.9,10.4,97.4,1011.9,46.3,4.5,314,27.2,10,30,2022-04-12T06:09:04,2022-04-12T18:32:08,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
13-04-2022,90.8,71.7,78.2,68.6,74.4,0.268,26.4,11.4,115.8,1011.5,62.7,3.9,217.4,18.7,10,30,2022-04-13T06:08:27,2022-04-13T18:32:14,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
14-04-2022,89.6,68,77.4,67.2,73.3,0.004,16.6,18,172.2,1012.4,73.6,4.1,258.3,22.4,9,10,2022-04-14T06:07:52,2022-04-14T18:32:20,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
15-04-2022,91.3,66.2,77.6,65.5,69.7,1.475,19.5,12.1,247.9,1012.2,63.3,3.9,293.6,25.2,10,10,2022-04-15T06:07:16,2022-04-15T18:32:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
16-04-2022,93.1,69.2,78.2,66.5,70.9,2.705,11.6,10,295.4,1011.3,61.8,3.6,321.2,27.7,10,10,2022-04-16T06:06:42,2022-04-16T18:32:32,0.48,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
17-04-2022,89.5,68.3,77.9,67.6,73.5,0.195,17.9,7.9,278.1,1011.9,47.7,3.8,276.5,23.9,10,10,2022-04-17T06:06:07,2022-04-17T18:32:38,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
18-04-2022,89.4,69.2,77.2,66.4,71.4,1.252,36.9,9.2,269.4,1014,50.3,3.8,265,23,10,10,2022-04-18T06:05:33,2022-04-18T18:32:45,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
19-04-2022,91.3,68.1,79.2,66.3,67.5,0.032,16.8,11.5,356,1015.1,63,3.8,253.8,21.9,10,10,2022-04-19T06:05:00,2022-04-19T18:32:52,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
20-04-2022,93.2,71.5,82.3,65,58.9,0,17.2,8.1,103.4,1013.2,43.8,4,327.4,28.3,10,10,2022-04-20T06:04:27,2022-04-20T18:32:59,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
21-04-2022,93.2,73.4,82.7,66.1,60.6,0,20.4,9.2,114.9,1012.4,30.8,3.7,333.2,28.7,10,10,2022-04-21T06:03:55,2022-04-21T18:33:07,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22-04-2022,91.4,71.6,81.3,66.1,62.9,0,17.2,9.3,108.8,1013.4,37.2,3.6,331.6,28.6,10,10,2022-04-22T06:03:23,2022-04-22T18:33:15,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
23-04-2022,87.8,71.6,80,65.4,63.7,0,17.7,8.1,123.8,1014.3,48.1,3.8,311.1,26.9,10,10,2022-04-23T06:02:52,2022-04-23T18:33:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24-04-2022,93.2,73.3,82.4,63.5,57.1,0,18.8,10.2,114.8,1013.1,48.8,4,321.1,27.8,10,10,2022-04-24T06:02:21,2022-04-24T18:33:32,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25-04-2022,94.9,73.4,83.5,63.8,54.3,0,22.6,6.9,119,1012.5,42.8,3.8,309.5,26.8,10,10,2022-04-25T06:01:52,2022-04-25T18:33:41,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
26-04-2022,93.3,74.3,83.3,65.1,56.2,0,20.8,7.2,100.7,1012.8,34.4,4,318,27.4,10,10,2022-04-26T06:01:22,2022-04-26T18:33:50,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27-04-2022,94.9,75.1,84.4,62.9,51.7,0,20.6,11.4,105.7,1012.2,22.5,3.9,332.8,28.8,10,10,2022-04-27T06:00:54,2022-04-27T18:33:59,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28-04-2022,94.9,74.3,83.6,64.7,55.4,0,23.5,12.4,185.2,1013.5,31.5,3.8,333.9,28.9,10,10,2022-04-28T06:00:26,2022-04-28T18:34:09,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
29-04-2022,96.8,74.9,85.2,60.4,45.9,0,26.4,11.2,337.4,1013.3,46.4,4,320.2,27.8,10,10,2022-04-29T05:59:58,2022-04-29T18:34:19,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30-04-2022,93.2,71.6,82.8,65.1,57,0.001,17.9,13.7,255.1,1012.1,43.8,3.9,269.9,23.1,10,30,2022-04-30T05:59:32,2022-04-30T18:34:30,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
01-05-2022,92,68.6,77,67.9,75.1,2.121,23.3,22.7,238.9,1011.6,58,3.3,242.9,21,10,10,2022-05-01T05:59:06,2022-05-01T18:34:41,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
02-05-2022,89.6,68.6,79.3,67.9,70.6,0,20.6,9.2,275.1,1011.3,44.6,3.8,252.7,21.8,10,10,2022-05-02T05:58:41,2022-05-02T18:34:52,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
03-05-2022,93,71.4,80.8,68.1,67.2,0.274,20.4,13.6,240.1,1011.8,45,4,199.7,17.3,10,10,2022-05-03T05:58:16,2022-05-03T18:35:04,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
04-05-2022,93,70.1,78.5,67.4,71.7,0.156,18.1,11.1,239.4,1012.9,61.3,4,251.8,21.6,10,10,2022-05-04T05:57:53,2022-05-04T18:35:15,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
05-05-2022,89.4,69.7,74.9,68.5,81.7,0.441,28.9,16.9,266.2,1012.7,53.3,3.4,193.6,16.5,10,10,2022-05-05T05:57:30,2022-05-05T18:35:28,0.14,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain
06-05-2022,89.3,69.8,76.1,67.2,76,1.771,14.3,17.8,242.5,1012,47.6,3.5,270,23.4,10,10,2022-05-06T05:57:08,2022-05-06T18:35:40,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
07-05-2022,91.4,69.8,78.4,67.2,71.5,0.087,23,11.4,288.3,1011.3,63.6,3.6,212.4,18.5,10,10,2022-05-07T05:56:46,2022-05-07T18:35:53,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
08-05-2022,91.4,71.6,78.7,68,71.2,0.04,33.3,13.5,263.4,1009.6,70.1,3.6,282.9,24.5,10,10,2022-05-08T05:56:26,2022-05-08T18:36:06,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
09-05-2022,87.8,69.8,77.4,68.9,76.8,0.864,27.7,13.8,253.5,1008.3,67.1,3.8,249.4,21.3,9,10,2022-05-09T05:56:06,2022-05-09T18:36:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
10-05-2022,76.9,69.5,73,70.1,90.7,0.117,30,17.8,258.2,1007.8,97.2,2.9,96.3,8.2,5,10,2022-05-10T05:55:47,2022-05-10T18:36:34,0.31,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
11-05-2022,77,68.6,73,68.2,85.4,0.039,34.4,20.8,257.5,1008.1,92.9,3.1,40.5,3.5,3,10,2022-05-11T05:55:29,2022-05-11T18:36:48,0.34,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
12-05-2022,75.2,67.4,70.6,68.5,93.3,0.008,29.3,16,245.5,1009.4,96.8,3.4,25.5,2.2,1,10,2022-05-12T05:55:12,2022-05-12T18:37:03,0.37,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
13-05-2022,80.5,68,73.5,69.7,88.4,0.008,25.9,17.1,250.5,1009.6,82.3,3.7,168.6,14.5,8,10,2022-05-13T05:54:55,2022-05-13T18:37:17,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
14-05-2022,85.9,71.3,77.1,71,82.6,0.157,18.1,12.1,247.8,1010,76.9,3.9,252,21.8,10,30,2022-05-14T05:54:40,2022-05-14T18:37:32,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
15-05-2022,85.8,69.8,77.7,70.9,80.8,0.639,18.1,11.5,258.9,1011,70.8,3.8,160.8,13.9,6,30,2022-05-15T05:54:25,2022-05-15T18:37:48,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
16-05-2022,85.9,69.9,75.7,70.6,85.2,1.652,19.7,15.6,278.2,1010.3,71.2,3.8,203.3,17.6,8,30,2022-05-16T05:54:11,2022-05-16T18:38:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
17-05-2022,82.4,69.8,75,71.4,89.4,3.967,11,11.2,259,1009.1,87,3.3,237,20.5,10,30,2022-05-17T05:53:58,2022-05-17T18:38:19,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
18-05-2022,84.1,69.7,75.3,71.4,88.5,0.401,13.9,7.9,97.3,1008.9,85.6,3.8,156,13.5,7,10,2022-05-18T05:53:46,2022-05-18T18:38:36,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
19-05-2022,73.4,66.2,70.1,68.4,94.5,0.117,27.7,16,230.5,1010.5,92,3.2,34,3,2,10,2022-05-19T05:53:34,2022-05-19T18:38:52,0.61,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
20-05-2022,82.2,65.3,71.8,66.8,85.2,0.157,32.2,18.5,249.1,1012,76.6,3.8,196.1,16.9,9,10,2022-05-20T05:53:24,2022-05-20T18:39:09,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
21-05-2022,80.6,66.2,73.3,65.8,78.4,0.004,26.4,16.1,267.2,1011.7,60.2,3.8,231.8,20.1,10,10,2022-05-21T05:53:14,2022-05-21T18:39:26,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
22-05-2022,82.5,69.8,74.9,68.2,80.3,0.067,24.6,17.1,250,1011.9,76,4,175,15.4,10,10,2022-05-22T05:53:06,2022-05-22T18:39:43,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
23-05-2022,86,68.9,77.3,68.7,76.5,0,22.4,15,265.8,1009.8,59.1,4.5,317.4,27.3,10,10,2022-05-23T05:52:58,2022-05-23T18:40:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24-05-2022,87.8,69.8,78.7,69.5,75.3,0,17.7,10.4,271.6,1012,55.7,4.6,309.8,26.9,10,30,2022-05-24T05:52:51,2022-05-24T18:40:17,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
